row,dam,lat,lng,status,detail,search_radius,raw_ids
575,大塩,36.22592999,138.87740172,ok,cont-2:id=1587(N1_sosma),500,[1587]
576,赤三調整池,36.74986902,138.88801299,ok,cont-2:id=1483(N2_vis_ai),,[1483]
577,黒坂石,36.57602514,139.40983863,ok,cont-1:id=872(J2-31_sx_J2),,[872]
578,南椎尾調整池,36.2405545,140.07056395,ok,cont-1:id=2048(Pg1_pin_a); cont-5:id=1883(H_sad),500,[1883]
579,真壁,36.48610177,139.04308583,ok,cont-4:id=1470(Q3_vis_al),500,"[1470, 1580]"
580,松田川,36.42638811,139.42500649,ok,cont-1:id=872(J2-31_sx_J2),,[872]
581,塩沢,36.12618122,138.88968815,ok,cont-1:id=46(C13-P1_vbs_o_J1),,[46]
582,白石,35.73610894,140.74535907,ok,cont-4:id=1648(Q3_sb),,[1648]
583,品木,36.6281102,138.63433382,ok,cont-4:id=1922(Q3_vas_al),,[1922]
584,丹生,36.26088839,138.83186517,ok,cont-2:id=1144(N1_som),,[1144]
585,奈良俣,36.88255707,139.07974493,ok,cont-1:id=1655(K22_pam_a),500,[1655]
586,湯西川,36.93617934,139.66268582,ok,cont-2:id=2368(N3_vas_ap),,[2368]
587,権現堂調節池,36.09399945,139.72497817,ok,cont-4:id=1405(Q31_std); cont-5:id=1883(H_sad),500,[1883]
588,三河沢,36.95478528,139.54971422,ok,cont-1:id=829(J1-22_sx_J1),,[829]
589,下久保,36.13296715,139.02283781,ok,cont-1:id=23(K122-Pg12_mrbs_hc),500,[23]
590,庚申,36.63098227,139.42103438,ok,cont-1:id=872(J2-31_sx_J2),,[872]
591,坂本（再）,36.35333792,138.70776685,ok,cont-2:id=1483(N2_vis_ai),,[1483]
592,増田川,36.3705042,138.76138903,ok,cont-2:id=1876(N2_snc),,[1876]
593,大仁田,36.13641885,138.6854921,ok,cont-1:id=872(J2-31_sx_J2),,[872]
594,相沢川取水,36.22833291,138.65972598,ok,cont-2:id=2006(N2_vas_ai),,[2006]
595,屋敷川取水,36.24112448,138.6545166,ok,cont-2:id=2006(N2_vas_ai),,[2006]
596,市野萱川取水,36.23416626,138.65222601,ok,cont-2:id=2006(N2_vas_ai),,[2006]
597,上野,36.05198516,138.70474419,ok,cont-1:id=1959(C13-J1_soh_J1),,[1959]
598,八ッ場,36.5568227,138.71384834,ok,cont-2:id=2082(N3_vis_al),,[2082]
599,霞ヶ浦開発,35.96314608,140.50238221,ok,cont-4:id=1648(Q3_sb); cont-5:id=1883(H_sad),500,"[1883, 1648]"
600,牛秣,36.21351295,139.03476367,ok,cont-1:id=187(K122-Pg12_mscma_hg); cont-2:id=1269(N2_som); cont-3:id=2380(N1_soss); cont-5:id=1883(H_sad),500,"[1269, 1883, 1406, 187, 2380, 79]"
601,小森,36.80436053,139.01681231,ok,cont-2:id=1873(N1_snc),,[1873]
602,赤川,36.61998804,139.79043168,ok,cont-1:id=2041(C13-J22_soh_J2),,[2041]
603,西古屋,36.79475355,139.75344348,ok,cont-2:id=2359(N1_vas_al); cont-5:id=1883(H_sad),500,[1883]
604,利根川河口堰,35.83795167,140.70399431,ok,cont-5:id=1883(H_sad),500,[1883]
605,須田貝,36.86827715,139.06050592,ok,cont-1:id=1655(K22_pam_a); cont-2:id=2359(N1_vas_al); cont-4:id=1403(Q22-H_sdd),500,"[1655, 2359, 1403]"
606,丸沼,36.82386044,139.33978559,ok,cont-2:id=2368(N3_vas_ap),,[2368]
607,早川,36.43459974,139.26348791,ok,cont-4:id=1580(Q2_vis_al); cont-5:id=1883(H_sad),500,[1883]
608,倉渕,36.45097056,138.69974291,ok,cont-2:id=2082(N3_vis_al),,[2082]
609,三名川,36.21549824,139.04495638,ok,cont-2:id=1269(N2_som); cont-3:id=1587(N1_sosma); cont-5:id=1406(Q32-33_std),500,[1406]
610,南摩,36.55040792,139.66954744,ok,cont-1:id=872(J2-31_sx_J2),,[872]
611,栗谷沢,36.64227891,139.80571129,ok,cont-1:id=2331(K22_vas_ap),,[2331]
612,間瀬,36.16277718,139.10917125,ok,cont-1:id=79(K122-Pg12_mscpe_hg); cont-5:id=1883(H_sad),500,[1883]
613,矢木沢,36.9114993,139.05647956,ok,cont-1:id=1655(K22_pam_a),,[1655]
614,四万川,36.69636464,138.7811298,ok,cont-2:id=2354(N2_soc),,[2354]
615,高津戸,36.43951251,139.27957364,ok,cont-1:id=829(J1-22_sx_J1); cont-4:id=1405(Q31_std); cont-5:id=1406(Q32-33_std),500,"[1406, 1405, 1580, 829, 46]"
616,渡良瀬遊水地（一期）,36.19883248,139.68511074,ok,cont-4:id=1405(Q31_std); cont-5:id=1883(H_sad),1000,[1883]
617,竹沼,36.23634288,139.0222173,ok,cont-2:id=2394(N2_sbs),,[2394]
618,茂沢,36.470514,138.99053365,ok,cont-4:id=1470(Q3_vis_al); cont-5:id=2396(Q1-H_v_af),4000,[2396]
619,玉原,36.77485081,139.06103897,ok,cont-2:id=2359(N1_vas_al),,[2359]
620,逆川,36.85086015,139.68600963,ok,cont-2:id=2359(N1_vas_al),,[2359]
621,土呂部,36.87516392,139.58454935,ok,cont-2:id=2368(N3_vas_ap),,[2368]
622,白砂,36.65037267,138.64978493,ok,cont-2:id=2082(N3_vis_al),,[2082]
623,霧積,36.36869385,138.70086548,ok,cont-2:id=2082(N3_vis_al),,[2082]
624,中之条,36.6218092,138.7955003,ok,cont-2:id=2354(N2_soc); cont-3:id=2082(N3_vis_al); cont-4:id=1647(Q22_sn),500,"[2354, 1647, 2082]"
625,鍛冶屋沢,36.5721106,138.72108828,ok,cont-2:id=2082(N3_vis_al),,[2082]
626,栗山,36.85234825,139.65320874,ok,cont-2:id=2082(N3_vis_al),500,[2082]
627,今市,36.82555462,139.66639824,ok,cont-1:id=2331(K22_vas_ap),,[2331]
628,川治,36.8987018,139.69298597,ok,cont-2:id=2368(N3_vas_ap),,[2368]
629,黒部,36.86923184,139.61006638,ok,cont-2:id=2368(N3_vas_ap),500,[2368]
630,鹿沢,36.48687283,138.46972859,ok,cont-4:id=1580(Q2_vis_al),,[1580]
631,川俣,36.87791598,139.52028691,ok,cont-2:id=2368(N3_vas_ap),,[2368]
632,鬼怒川上流ダム群連携,36.909464,139.70124394,ok,cont-2:id=2368(N3_vas_ap),,[2368]
633,中岩,36.78640222,139.70412227,ok,cont-2:id=2359(N1_vas_al),,[2359]
634,小網,36.88388666,139.70222714,ok,cont-2:id=839(N1_vbs_al),,[839]
635,中禅寺（元）,36.7386387,139.49924367,ok,cont-4:id=798(Q3_vbs_al),,[798]
636,中禅寺（再）,36.73863045,139.49925396,ok,cont-4:id=798(Q3_vbs_al),,[798]
637,大津,36.55164455,138.62741726,ok,cont-2:id=2082(N3_vis_al); cont-4:id=1922(Q3_vas_al); cont-5:id=1883(H_sad),500,[1883]
638,草木,36.54190921,139.37309299,ok,cont-1:id=829(J1-22_sx_J1),,[829]
639,相俣,36.71236815,138.89280547,ok,cont-2:id=1483(N2_vis_ai); cont-5:id=1883(H_sad),500,[1883]
640,薗原,36.63897158,139.17528422,ok,cont-1:id=1093(J1_snsmm),500,"[1093, 292, 1360]"
641,東金,35.5813373,140.35545899,ok,cont-4:id=1646(Q22_sb),,[1646]
642,五十里,36.90275051,139.70548363,ok,cont-1:id=1655(K22_pam_a),,[1655]
643,桐生川,36.4726097,139.4077138,ok,cont-1:id=872(J2-31_sx_J2); cont-5:id=1883(H_sad),500,"[872, 1883, 829]"
644,平出,36.65892386,139.11697589,ok,cont-2:id=2376(N2_vas_al),,[2376]
645,道平川,36.23514313,138.67824702,ok,cont-2:id=2006(N2_vas_ai),,[2006]
646,長柄,35.47677608,140.20226297,ok,cont-4:id=1646(Q22_sb),,[1646]
647,小中池,35.51498098,140.28654831,ok,cont-4:id=1882(Q1-21_so),500,"[1882, 1646, 1648]"
648,蔵持,35.37588233,140.21103079,ok,cont-4:id=1882(Q1-21_so),,[1882]
649,山内,35.34113189,140.21817998,ok,cont-4:id=1882(Q1-21_so),,[1882]
650,小沢,35.3592636,140.2475599,ok,cont-4:id=1882(Q1-21_so),,[1882]
651,軍茶利,35.3500884,140.36944606,ok,cont-4:id=1882(Q1-21_so),,[1882]
652,雨竜湖,35.34772191,140.37405724,ok,cont-4:id=1882(Q1-21_so),,[1882]
653,松部,35.15973841,140.28180946,ok,cont-4:id=1882(Q1-21_so),,[1882]
654,岬,35.28306771,140.35657688,ok,cont-4:id=1882(Q1-21_so),,[1882]
655,勝浦,35.17097497,140.20553347,ok,cont-2:id=1931(N3_sosma),,[1931]
656,平沢,35.22004461,140.23220084,ok,cont-4:id=1882(Q1-21_so),,[1882]
657,荒木根,35.24667573,140.28370394,ok,cont-4:id=1882(Q1-21_so),,[1882]
658,御宿,35.19566673,140.31066788,ok,cont-4:id=1882(Q1-21_so),,[1882]
659,名熊,35.22875162,140.33669517,ok,cont-4:id=1882(Q1-21_so),,[1882]
660,東,35.23673625,140.3076262,ok,cont-4:id=1882(Q1-21_so),,[1882]
661,東第2,35.23496384,140.30755686,ok,cont-4:id=1882(Q1-21_so),,[1882]
662,第二奥谷,35.1622622,140.19136551,ok,cont-2:id=1269(N2_som),,[1269]
663,第1袋倉,35.14250054,140.12935318,ok,cont-2:id=1269(N2_som),,[1269]
664,第2袋倉,35.14668723,140.12747312,ok,cont-2:id=1941(N2_vis_ap),,[1941]
665,保台,35.1514882,140.10716052,ok,cont-2:id=1931(N3_sosma),,[1931]
666,滝の堰,35.11350061,140.03011163,ok,cont-1:id=1339(Pg4-N211_sx_Pg4),,[1339]
667,八丁堰,35.11512522,140.00692713,ok,cont-1:id=1056(Pg4-N211_som_Pg4),,[1056]
668,金山,35.15252839,140.07608332,ok,cont-2:id=1269(N2_som); cont-3:id=1931(N3_sosma),500,"[1269, 1931]"
669,小向,35.06575275,139.99709648,ok,cont-2:id=2180(N12-221_vas_ol_N2),,[2180]
670,山田溜池,35.04508309,139.98027774,ok,cont-2:id=1842(N2_sosma),,[1842]
671,一の沢堰,35.05074227,139.97473056,ok,cont-2:id=1842(N2_sosma),,[1842]
672,安房中央,35.07491962,139.96119363,ok,cont-2:id=2180(N12-221_vas_ol_N2),,[2180]
673,白浜,34.93040569,139.8955468,ok,cont-4:id=1882(Q1-21_so),,[1882]
674,山居堰,35.07424466,140.06245762,ok,cont-2:id=2180(N12-221_vas_ol_N2),,[2180]
675,作名,34.9598996,139.88917842,ok,cont-4:id=1882(Q1-21_so),,[1882]
676,増間,35.06935577,139.92891501,ok,cont-2:id=1111(N12-221_som_N2),,[1111]
677,大谷川,35.0938478,139.93632976,ok,cont-1:id=856(Pg13-22_pu_o_Pg4),,[856]
678,広田堰,35.05254059,139.91555558,ok,cont-2:id=2180(N12-221_vas_ol_N2),,[2180]
679,丹生堰,35.07143071,139.85291811,ok,cont-2:id=2180(N12-221_vas_ol_N2),,[2180]
680,仲尾沢堰,35.04858481,139.86913886,ok,cont-2:id=1111(N12-221_som_N2),,[1111]
681,佐久間,35.12382877,139.89706488,ok,cont-2:id=1400(N1_sod),,[1400]
682,元名,35.15384163,139.83834952,ok,cont-2:id=1269(N2_som),,[1269]
683,鋸山,35.1518099,139.84651089,ok,cont-2:id=1269(N2_som),,[1269]
684,戸面原,35.17874302,139.96005145,ok,cont-2:id=1269(N2_som),,[1269]
685,小久保,35.26777572,139.87569563,ok,cont-4:id=1882(Q1-21_so),,[1882]
686,郡,35.295014,139.90761884,ok,cont-4:id=1646(Q22_sb),,[1646]
687,豊英,35.19676496,140.02243837,ok,cont-2:id=1931(N3_sosma),,[1931]
688,三島,35.22111033,140.02655736,ok,cont-2:id=1931(N3_sosma),,[1931]
689,矢那川,35.34333553,139.97117938,ok,cont-4:id=1646(Q22_sb),,[1646]
690,片倉,35.20198189,140.07358204,ok,cont-2:id=1931(N3_sosma),,[1931]
691,亀山,35.23000189,140.0855966,ok,cont-4:id=1882(Q1-21_so),,[1882]
692,高滝,35.35783143,140.14511519,ok,cont-4:id=1882(Q1-21_so),,[1882]
693,山倉,35.49502553,140.12791842,ok,cont-4:id=1405(Q31_std); cont-5:id=1883(H_sad),500,[1883]
694,円良田湖,36.12916612,139.16583786,ok,cont-1:id=79(K122-Pg12_mscpe_hg),,[79]
695,大洞,35.89993435,138.9313592,ok,cont-1:id=1376(K12-212_somas_K1),,[1376]
696,浦山,35.95398639,139.05186275,ok,cont-1:id=2116(P12-J31_soh_J3),,[2116]
697,合角,36.05813152,138.96579008,ok,cont-1:id=872(J2-31_sx_J2),,[872]
698,滝沢,35.95610436,138.89884646,ok,cont-1:id=52(J33-K212_vbs_o_K2),,[52]
699,鎌北湖,35.91749259,139.29141016,ok,cont-1:id=1959(C13-J1_soh_J1),,[1959]
700,荒川調節池,35.80652504,139.63939088,ok,cont-4:id=1405(Q31_std); cont-5:id=2059(H_svd),2000,[2059]
701,有間,35.87257858,139.17761075,ok,cont-1:id=1959(C13-J1_soh_J1),,[1959]
702,玉淀,36.11605983,139.16947791,ok,cont-1:id=79(K122-Pg12_mscpe_hg); cont-5:id=1406(Q32-33_std),500,"[1406, 79, 419]"
703,宮沢溜池,35.87481579,139.33093913,ok,cont-2:id=1878(N3_snc); cont-4:id=2416(Q1-21_sn),500,"[1878, 2416]"
704,二瀬,35.94161078,138.909892,ok,cont-1:id=983(K212-22_sx_K2),500,"[983, 52]"
705,山口（元）,35.77800162,139.41553301,ok,cont-4:id=2416(Q1-21_sn); cont-5:id=1883(H_sad),500,[1883]
706,山口（再）,35.77800162,139.41553301,ok,cont-4:id=2416(Q1-21_sn); cont-5:id=1883(H_sad),500,[1883]
707,村山下（元）,35.763853,139.44040418,ok,cont-4:id=1405(Q31_std),,[1405]
708,村山下（再）,35.763853,139.44040418,ok,cont-4:id=1405(Q31_std),,[1405]
709,村山上,35.7632222,139.41708653,ok,cont-4:id=2415(Q1-21_sb),,[2415]
710,白丸調整池,35.81102751,139.1241698,ok,cont-1:id=1393(J2-31_sosma_J2),500,"[1393, 2041]"
711,小河内,35.78967093,139.05088752,ok,cont-1:id=1376(K12-212_somas_K1),,[1376]
712,時雨,27.0612111,142.20928066,ok,cont-1:id=1841(Pg2_vis_al),,[1841]
713,乳房,26.6468158,142.1624773,ok,cont-1:id=1841(Pg2_vis_al),,[1841]
714,新堤,33.06723825,139.82450201,ok,cont-4:id=798(Q3_vbs_al),,[798]
715,本沢,35.60766675,139.27547475,ok,cont-1:id=1992(K212-22_soss_K2),,[1992]
716,小篠溜池,35.59762516,139.00698529,ok,cont-2:id=59(N12-221_vbs_o_N2),,[59]
717,城山,35.58579588,139.28390046,ok,cont-1:id=2109(Pg14-3_soss_Pg2),,[2109]
718,道志,35.5504743,139.13353485,ok,cont-2:id=1361(N122-221_vi_al_N2),,[1361]
719,寒川取水堰,35.37575905,139.37062047,ok,cont-5:id=1883(H_sad),500,"[1883, 2059]"
720,相模大堰,35.42011998,139.3712706,ok,cont-5:id=1883(H_sad),500,"[1883, 2059]"
721,相模原沈でん池,35.53410589,139.38806521,ok,cont-4:id=1405(Q31_std),,[1405]
722,宮ヶ瀬,35.54238904,139.2493634,ok,cont-2:id=2024(N2_vis_al),,[2024]
723,宮ヶ瀬副,35.53877958,139.25558192,ok,cont-2:id=2024(N2_vis_al),,[2024]
724,相模,35.6156519,139.19547214,ok,cont-1:id=2109(Pg14-3_soss_Pg2); cont-5:id=1406(Q32-33_std),500,"[2109, 1406, 1056]"
725,沼本,35.6020409,139.23007679,ok,cont-1:id=2109(Pg14-3_soss_Pg2); cont-5:id=1406(Q32-33_std),500,"[1406, 2109, 1056]"
726,大野,35.61941071,139.05966583,ok,cont-2:id=2366(N3_soc),,[2366]
727,深城,35.70800437,138.94854263,ok,cont-1:id=1007(Pg14-3_som_Pg2),,[1007]
728,大又沢,35.43512693,139.01468792,ok,cont-2:id=783(N3_mscma_lgs),,[783]
729,飯泉取水堰,35.2730448,139.16623234,ok,cont-4:id=1580(Q2_vis_al); cont-5:id=1883(H_sad),4000,[1883]
730,中島,35.37894225,138.98666575,ok,cont-2:id=1361(N122-221_vi_al_N2),,[1361]
731,東富士,35.33755694,138.88472952,ok,cont-4:id=2363(Q12-H_se); cont-5:id=1881(H_v_ad),2000,[1881]
732,三保,35.41027769,139.04166828,ok,cont-2:id=59(N12-221_vbs_o_N2),,[59]
733,奥野,34.93626908,139.06927642,ok,cont-2:id=2082(N3_vis_al),,[2082]
734,青野大師,34.69242712,138.82244667,ok,cont-2:id=2387(N3_vas_al),,[2387]
735,長瀬,35.01655865,138.91162528,ok,cont-2:id=2082(N3_vis_al),,[2082]
736,上来沢川,35.74421731,138.35759433,ok,cont-2:id=1842(N2_sosma),,[1842]
737,西山,35.56977519,138.29956627,ok,cont-1:id=1085(Pg4-N211_somam_Pg4),,[1085]
738,頭佐沢,35.8247591,138.33241987,ok,cont-4:id=1879(Q2_v_ad),,[1879]
739,荒川,35.76004951,138.57026654,ok,cont-1:id=1992(K212-22_soss_K2); cont-2:id=2082(N3_vis_al); cont-4:id=2080(Q11_vis_al),500,"[2080, 1992, 2082]"
740,塩川,35.85833307,138.49778014,ok,cont-1:id=1992(K212-22_soss_K2),,[1992]
741,大倉川,35.30236111,138.5699722,ok,cont-2:id=1842(N2_sosma); cont-4:id=1880(Q3_v_ad); cont-5:id=647(H_vbs_al),500,[647]
742,保利沢川,35.48711277,138.32894357,ok,cont-2:id=59(N12-221_vbs_o_N2),,[59]
743,広瀬,35.83907212,138.76411681,ok,cont-2:id=2155(N22_pim_a),,[2155]
744,大門,35.87449099,138.43407306,ok,cont-4:id=1879(Q2_v_ad),,[1879]
745,上日川,35.71628198,138.83248383,ok,cont-2:id=2155(N22_pim_a),,[2155]
746,葛野川,35.7185156,138.93008976,ok,cont-1:id=1007(Pg14-3_som_Pg2),,[1007]
747,琴川,35.80127711,138.65825718,ok,cont-2:id=2155(N22_pim_a),,[2155]
748,竜ヶ池,35.68744637,138.57993894,ok,cont-2:id=2082(N3_vis_al); cont-5:id=1644(Q33-H_sfd),500,[1644]
749,丸山溜池,35.7055728,138.55360906,ok,cont-2:id=1612(N21_pam_a),,[1612]
750,後沢溜池,35.70271505,138.52026117,ok,cont-4:id=2008(Q2_vas_al),,[2008]
751,雨畑,35.40855528,138.33152903,ok,cont-1:id=1085(Pg4-N211_somam_Pg4),,[1085]
752,柿元,35.2772222,138.51666678,ok,cont-2:id=1395(N22_pbd_a),,[1395]
753,小樺,35.64503918,138.29798425,ok,cont-1:id=1085(Pg4-N211_somam_Pg4),,[1085]
754,奥泉,35.20585087,138.20808478,ok,cont-1:id=983(K212-22_sx_K2),500,"[983, 1992]"
755,千頭,35.21690432,138.09001363,ok,cont-1:id=941(K212-22_somam_K2),500,"[941, 1370, 854]"
756,畑薙第二,35.3077822,138.20294976,ok,cont-1:id=941(K212-22_somam_K2),,[941]
757,境川,35.01702778,138.0747778,ok,cont-1:id=1340(Pg14-3_somas_Pg2),,[1340]
758,大代川農地防災,34.87264998,138.06280486,ok,cont-1:id=1340(Pg14-3_somas_Pg2),,[1340]
759,赤石,35.41206901,138.19881592,ok,cont-1:id=983(K212-22_sx_K2),,[983]
760,長島,35.16639585,138.15525692,ok,cont-1:id=983(K212-22_sx_K2),,[983]
761,大井川,35.16452778,138.1424444,ok,cont-1:id=983(K212-22_sx_K2),500,"[983, 1992, 52]"
762,寸又川,35.15780641,138.13294107,ok,cont-1:id=983(K212-22_sx_K2),,[983]
763,井川,35.21005556,138.2227778,ok,cont-1:id=983(K212-22_sx_K2),500,"[983, 1992]"
764,畑薙第一,35.32112283,138.18315473,ok,cont-1:id=941(K212-22_somam_K2),,[941]
765,大間,35.18206779,138.11464325,ok,cont-1:id=1370(K212-22_somas_K2),500,"[1370, 983]"
766,横沢川第二,35.13225632,138.12185514,ok,cont-1:id=983(K212-22_sx_K2),,[983]
767,田代調整池第二,35.49869614,138.24654331,ok,cont-1:id=983(K212-22_sx_K2),,[983]
768,笹間川,34.97126502,138.09399212,ok,cont-1:id=1340(Pg14-3_somas_Pg2),,[1340]
769,西沢池,34.75415328,138.00587553,ok,cont-4:id=1882(Q1-21_so),,[1882]
770,丹野,34.7299452,138.12980377,ok,cont-2:id=1931(N3_sosma); cont-4:id=1405(Q31_std); cont-5:id=1883(H_sad),500,[1883]
771,小笠池,34.73280913,138.01386399,ok,cont-4:id=2415(Q1-21_sb),,[2415]
772,奥山中池,34.78950814,138.08661169,ok,cont-2:id=1842(N2_sosma),,[1842]
773,谷田大池,34.73011042,138.10702383,ok,cont-2:id=1931(N3_sosma); cont-4:id=1405(Q31_std); cont-5:id=1883(H_sad),500,[1883]
774,内谷池,34.72005543,138.1316382,ok,cont-4:id=1405(Q31_std),,[1405]
775,西大谷,34.70990817,137.99335001,ok,cont-4:id=2415(Q1-21_sb),500,[2415]
776,太田川,34.9054705,137.99563914,ok,cont-1:id=1007(Pg14-3_som_Pg2),,[1007]
777,池ヶ谷池,34.79446891,138.03816262,ok,cont-2:id=1931(N3_sosma),,[1931]
778,小者ヶ谷池,34.79575,138.0358333,ok,cont-2:id=1931(N3_sosma),,[1931]
779,瓦ヶ谷池,34.80231358,138.02802882,ok,cont-2:id=1144(N1_som),,[1144]
780,宝谷池,34.80306141,138.04446489,ok,cont-2:id=1144(N1_som),,[1144]
781,梅ノ谷池,34.79811111,138.04596557,ok,cont-2:id=1931(N3_sosma),,[1931]
782,殿谷丸池,34.80329004,138.03077904,ok,cont-2:id=1144(N1_som),,[1144]
783,千羽奥池,34.79715648,138.04901831,ok,cont-2:id=1931(N3_sosma),,[1931]
784,菖蒲ヶ谷池,34.81027778,138.02861111,ok,cont-2:id=1144(N1_som); cont-5:id=1883(H_sad),500,[1883]
785,原野谷川,34.85748478,138.01088171,ok,cont-1:id=1340(Pg14-3_somas_Pg2),,[1340]
786,桜木池,34.82516903,137.99388521,ok,cont-2:id=1144(N1_som),,[1144]
787,佐久間（再）,35.09913636,137.79410155,ok,cont-1:id=1625(K21_pan_a); cont-5:id=2047(H2_or),500,[2047]
788,片桐,35.6208588,137.85780975,ok,cont-1:id=1993(K21_pim_a),,[1993]
789,横川,35.98176158,137.90527856,ok,cont-1:id=1433(K2-Pg12_msl_lb),,[1433]
790,佐久間（元）,35.09916381,137.7940339,ok,cont-1:id=1625(K21_pan_a); cont-5:id=2047(H2_or),500,[2047]
791,泰阜,35.38003733,137.8104365,ok,cont-1:id=1624(K21_pam_a); cont-2:id=2380(N1_soss),500,"[1624, 2380]"
792,秋葉,34.97234245,137.82811172,ok,cont-1:id=175(K122-Pg12_mscma_hc),500,"[175, 419]"
793,船明,34.89069575,137.81199029,ok,cont-1:id=419(K122-Pg12_mscpe_hc); cont-5:id=2047(H2_or),500,[2047]
794,岩倉,35.28400721,137.70870757,ok,cont-1:id=1655(K22_pam_a); cont-5:id=1406(Q32-33_std),500,[1406]
795,美和（再）,35.81380311,138.07926446,ok,cont-1:id=2012(K22_pin_a); cont-5:id=1406(Q32-33_std),500,"[1406, 2012, 79, 2315]"
796,美和（元）,35.81380311,138.07926446,ok,cont-1:id=2012(K22_pin_a); cont-5:id=1406(Q32-33_std),500,"[1406, 2012, 79, 2315]"
797,小渋,35.60740244,137.97901645,ok,cont-1:id=2036(K22_pim_a),500,[2036]
798,高遠,35.82967023,138.0629316,ok,cont-1:id=1548(K2-Pg12_mgmpe_lgc),,[1548]
799,箕輪,35.92805522,138.03055743,ok,cont-1:id=1655(K22_pam_a),,[1655]
800,平岡,35.28281486,137.84686018,ok,cont-1:id=1625(K21_pan_a),500,"[1625, 1655, 1481]"
801,松川（再）,35.53102619,137.77828273,ok,cont-1:id=2036(K22_pim_a),,[2036]
802,松川（元）,35.53102619,137.77828273,ok,cont-1:id=2036(K22_pim_a),,[2036]
803,新豊根,35.12577778,137.7604722,ok,cont-1:id=1625(K21_pan_a),500,"[1625, 1025]"
804,水窪,35.18476376,137.93163176,ok,cont-1:id=36(P12-J_sol_J3),,[36]
805,都田川,34.87724965,137.72520802,ok,cont-1:id=872(J2-31_sx_J2),,[872]
806,大坂池,34.60454353,137.1098473,ok,cont-1:id=872(J2-31_sx_J2); cont-5:id=1883(H_sad),500,[1883]
807,小山田池,34.60907247,137.15369511,ok,cont-1:id=872(J2-31_sx_J2),,[872]
808,上下池,34.74543661,137.36196381,ok,cont-4:id=1405(Q31_std); cont-5:id=1883(H_sad),1000,[1883]
809,大島,34.98357776,137.66478479,ok,cont-2:id=2376(N2_vas_al),,[2376]
810,宝地池,34.88302596,137.41476543,ok,cont-1:id=1785(K2-Pg12_mgmsi_lgc),,[1785]
811,大原調整池,34.84055556,137.4955556,ok,cont-1:id=23(K122-Pg12_mrbs_hc); cont-5:id=1406(Q32-33_std),500,[1406]
812,追馬池,34.79713713,137.48395062,ok,cont-1:id=47(C13-Tr32_vbs_o_J2),,[47]
813,宇連,35.00896992,137.64871689,ok,cont-2:id=2376(N2_vas_al),,[2376]
814,駒場池,34.85802778,137.33625,ok,cont-1:id=1548(K2-Pg12_mgmpe_lgc),,[1548]
815,初立池,34.59694823,137.0565245,ok,cont-1:id=23(K122-Pg12_mrbs_hc); cont-4:id=1405(Q31_std); cont-5:id=2414(H_ssd),500,"[23, 1405, 2041, 872, 2414]"
816,設楽,35.09152687,137.55500418,ok,cont-1:id=1481(K2-Pg12_msmpe_lks),,[1481]
817,万場調整池,34.67321265,137.3477778,ok,cont-4:id=1646(Q22_sb); cont-5:id=1406(Q32-33_std),500,"[1646, 1406, 1405]"
818,大野頭首工,34.94362267,137.59952576,ok,cont-1:id=419(K122-Pg12_mscpe_hc),,[419]
819,蒲郡調整池（再）,34.83166667,137.2641667,ok,cont-1:id=1548(K2-Pg12_mgmpe_lgc),,[1548]
820,豊岡池（元）,34.83172344,137.26407699,ok,cont-1:id=1548(K2-Pg12_mgmpe_lgc),,[1548]
821,矢作,35.23626826,137.41990475,ok,cont-1:id=1655(K22_pam_a),,[1655]
822,琴沢調整池,34.85168543,137.1462563,ok,cont-1:id=1481(K2-Pg12_msmpe_lks),,[1481]
823,木瀬,35.22535474,137.22692536,ok,cont-1:id=1655(K22_pam_a),,[1655]
824,柳沢池,35.20325385,137.18883025,ok,cont-1:id=1655(K22_pam_a),,[1655]
825,越戸,35.12176453,137.19852418,ok,cont-4:id=1645(Q22_std),,[1645]
826,恩賜池,34.94633849,137.21622089,ok,cont-1:id=1655(K22_pam_a); cont-5:id=1406(Q32-33_std),500,"[1655, 1425, 1406]"
827,新池,34.95311264,137.20030528,ok,cont-1:id=1655(K22_pam_a),,[1655]
828,大井池,34.87855556,137.1989722,ok,cont-1:id=1736(K2-Pg12_msmsi_lks); cont-5:id=1883(H_sad),500,[1883]
829,富永,35.19976449,137.45851085,ok,cont-1:id=1655(K22_pam_a),,[1655]
830,雨山,34.89466146,137.38793253,ok,cont-1:id=1481(K2-Pg12_msmpe_lks); cont-5:id=1883(H_sad),500,[1883]
831,黒田（再）,35.18715809,137.47637001,ok,cont-1:id=1655(K22_pam_a),,[1655]
832,八幡調整池,34.81259746,137.11395765,ok,cont-1:id=1481(K2-Pg12_msmpe_lks),,[1481]
833,羽布,35.03505556,137.3980833,ok,cont-1:id=1655(K22_pam_a); cont-5:id=1883(H_sad),500,"[1655, 1883]"
834,矢作第二,35.24043521,137.39068875,ok,cont-1:id=1655(K22_pam_a),,[1655]
835,大坂下池,35.10301874,137.05666259,ok,cont-2:id=2361(N3_sns),,[2361]
836,三の池,34.92193878,136.86417965,ok,cont-2:id=2361(N3_sns),,[2361]
837,前山,34.91320666,136.85166025,ok,cont-2:id=2361(N3_sns),,[2361]
838,蝮池,35.05680785,136.94985707,ok,cont-2:id=2361(N3_sns); cont-5:id=1883(H_sad),500,[1883]
