row,dam,lat,lng,status,detail,search_radius,raw_ids
1565,黒川,35.23749437,134.88121767,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1566,神谷,34.88722222,134.7780556,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1567,長谷,35.13111902,134.7174167,ok,cont-1:id=2036(K22_pim_a),,[2036]
1568,菅生（元）,35.00115852,134.63360704,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1569,菅生（再）,35.00120059,134.63350498,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1570,安富,35.04472406,134.61261723,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1571,草木,35.18647648,134.66158413,ok,cont-1:id=816(P2_sosma),,[816]
1572,栗栖池,34.98511632,134.48214819,ok,cont-1:id=1418(P2-3_sosma_P2),,[1418]
1573,岩屋谷池,34.80863649,134.49454161,ok,cont-1:id=1996(K22_vas_ai),,[1996]
1574,引原,35.23118074,134.53858121,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1575,長谷,34.94313153,134.44203508,ok,cont-1:id=922(P_pbg_a),,[922]
1576,安室,34.8744988,134.28122756,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1577,押ヶ谷池,34.99301676,134.42334441,ok,cont-1:id=1418(P2-3_sosma_P2),,[1418]
1578,大谷池,35.00011334,134.41694849,ok,cont-1:id=1418(P2-3_sosma_P2),,[1418]
1579,花祭池,34.97483863,134.44742683,ok,cont-1:id=1418(P2-3_sosma_P2),,[1418]
1580,金出地,34.9276852,134.42362366,ok,cont-1:id=922(P_pbg_a),,[922]
1581,有年大池,34.80590639,134.33417916,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1582,谷山,34.56455556,134.9935278,ok,cont-1:id=1993(K21_pim_a),,[1993]
1583,大谷池,34.57190387,134.9888823,ok,cont-1:id=1993(K21_pim_a),,[1993]
1584,河内,34.52593265,134.96153735,ok,cont-1:id=2030(Pg2_sbs),,[2030]
1585,昭和池,34.57550008,135.00687378,ok,cont-1:id=1993(K21_pim_a),,[1993]
1586,板木池,34.49467618,134.93052256,ok,cont-1:id=1983(K21_pin_a),,[1983]
1587,鮎屋川,34.29711111,134.8438333,ok,cont-1:id=1910(K22_soss),,[1910]
1588,竹原,34.30389009,134.89842469,ok,cont-1:id=920(K22_som),,[920]
1589,大城池,34.28880538,134.85024176,ok,cont-1:id=1910(K22_soss),,[1910]
1590,猪ノ鼻,34.29801236,134.87346248,ok,cont-1:id=1910(K22_soss),,[1910]
1591,猪鼻第2,34.28903356,134.87937286,ok,cont-1:id=1910(K22_soss),,[1910]
1592,初尾川,34.29472195,134.83117882,ok,cont-1:id=1910(K22_soss),,[1910]
1593,本庄川,34.22091044,134.76738601,ok,cont-1:id=920(K22_som),,[920]
1594,成相,34.27440067,134.8154134,ok,cont-1:id=920(K22_som),,[920]
1595,大日,34.24231729,134.77151668,ok,cont-1:id=1910(K22_soss),,[1910]
1596,大日川,34.23798805,134.77906274,ok,cont-1:id=1910(K22_soss),,[1910]
1597,柿ノ木谷池,34.30983111,134.71557063,ok,cont-1:id=1213(K22_sosma),,[1213]
1598,北富士,34.27818998,134.81797448,ok,cont-1:id=1910(K22_soss),,[1910]
1599,上田池,34.2723389,134.80326299,ok,cont-1:id=1910(K22_soss),,[1910]
1600,牛内,34.25092133,134.78980146,ok,cont-1:id=1910(K22_soss),,[1910]
1601,諭鶴羽,34.2497862,134.79749491,ok,cont-1:id=1910(K22_soss),,[1910]
1602,常盤,34.55375146,134.95523108,ok,cont-1:id=1993(K21_pim_a),,[1993]
1603,佐治川,35.32926505,134.04360959,ok,cont-1:id=554(Tr22-J31_mscpe_hc),,[554]
1604,百谷,35.51058365,134.27320029,ok,cont-2:id=2006(N2_vas_ai),,[2006]
1605,茗荷谷,35.34735009,134.45948723,ok,cont-1:id=554(Tr22-J31_mscpe_hc),,[554]
1606,三滝,35.27147222,134.3328889,ok,cont-1:id=2036(K22_pim_a),,[2036]
1607,殿,35.44918834,134.34217222,ok,cont-2:id=1949(N1_vis_al),,[1949]
1608,東郷,35.44463893,133.92291833,ok,cont-1:id=1663(Pg1_pam_a),,[1663]
1609,三朝,35.39702448,133.89905036,ok,cont-4:id=2080(Q11_vis_al),,[2080]
1610,中津,35.37543809,133.98789528,ok,cont-1:id=1663(Pg1_pam_a),,[1663]
1611,池ノ谷溜池,35.39028937,133.77327074,ok,cont-1:id=1663(Pg1_pam_a); cont-5:id=1883(H_sad),1000,[1883]
1612,横谷溜池,35.38692587,133.75452945,ok,cont-5:id=2396(Q1-H_v_af),500,[2396]
1613,中尾尻溜池,35.3885,133.7658889,ok,cont-1:id=1663(Pg1_pam_a); cont-4:id=1405(Q31_std); cont-5:id=2396(Q1-H_v_af),2000,[2396]
1614,狼谷溜池,35.37554066,133.72556456,ok,cont-1:id=1663(Pg1_pam_a); cont-5:id=2396(Q1-H_v_af),2000,[2396]
1615,長尾溜池,35.37404413,133.73586722,ok,cont-1:id=1663(Pg1_pam_a); cont-5:id=2396(Q1-H_v_af),2000,[2396]
1616,桜溜池,35.43093716,133.70872972,ok,cont-4:id=1405(Q31_std); cont-5:id=2396(Q1-H_v_af),4000,[2396]
1617,西高尾,35.44113889,133.7021389,ok,cont-4:id=1405(Q31_std); cont-5:id=2396(Q1-H_v_af),500,[2396]
1618,鉄山池,35.44200498,133.73153135,ok,cont-4:id=852(Q12_vbs_al); cont-5:id=2396(Q1-H_v_af),2000,[2396]
1619,小田股,35.44208825,133.64509461,ok,cont-4:id=2008(Q2_vas_al); cont-5:id=2396(Q1-H_v_af),8000,[2396]
1620,船上山,35.42819332,133.60700048,ok,cont-4:id=2008(Q2_vas_al); cont-5:id=2396(Q1-H_v_af),1000,[2396]
1621,寺谷池,35.48192605,133.52906583,ok,cont-4:id=2008(Q2_vas_al),,[2008]
1622,牛卸池,35.48865152,133.54156962,ok,cont-4:id=2008(Q2_vas_al); cont-5:id=2396(Q1-H_v_af),500,[2396]
1623,川手川第2,35.45284452,133.5140853,ok,cont-4:id=2008(Q2_vas_al); cont-5:id=1406(Q32-33_std),500,[1406]
1624,平岡溜池,35.42564809,133.42078181,ok,cont-4:id=1580(Q2_vis_al); cont-5:id=2396(Q1-H_v_af),2000,[2396]
1625,大宮,35.22722588,133.30204931,ok,cont-1:id=1663(Pg1_pam_a),,[1663]
1626,菅沢,35.20523495,133.31449507,ok,cont-1:id=1663(Pg1_pam_a),,[1663]
1627,賀祥,35.30906021,133.3295372,ok,cont-1:id=1663(Pg1_pam_a); cont-5:id=1883(H_sad),500,"[1663, 1883]"
1628,井谷溜池,35.30769704,133.43754898,ok,cont-1:id=1663(Pg1_pam_a),,[1663]
1629,下蚊屋,35.29297892,133.55448614,ok,cont-1:id=1663(Pg1_pam_a),,[1663]
1630,俣野川,35.26233582,133.49139915,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1631,椿谷溜池,35.33536344,133.30559843,ok,cont-2:id=2359(N1_vas_al),,[2359]
1632,金井谷池,35.33783434,133.3798041,ok,cont-1:id=1663(Pg1_pam_a),,[1663]
1633,朝鍋,35.34789038,133.39499621,ok,cont-1:id=1663(Pg1_pam_a),,[1663]
1634,滝ヶ谷池,35.39133679,133.33935762,ok,cont-2:id=2359(N1_vas_al); cont-5:id=1883(H_sad),500,[1883]
1635,尾原,35.22471035,132.95118036,ok,cont-1:id=1663(Pg1_pam_a),500,"[1663, 2060]"
1636,深山池,35.4799998,132.80573332,ok,cont-2:id=1144(N1_som),,[1144]
1637,湯屋の奥溜池,35.50218155,132.95154168,ok,cont-2:id=1873(N1_snc),,[1873]
1638,七迫溜池,35.39642381,133.31371994,ok,cont-2:id=2359(N1_vas_al),,[2359]
1639,千本,35.41961842,133.04563213,ok,cont-1:id=1663(Pg1_pam_a); cont-2:id=2024(N2_vis_al); cont-3:id=1144(N1_som); cont-5:id=1883(H_sad),500,[1883]
1640,大谷,35.40315394,133.04875563,ok,cont-2:id=1144(N1_som),,[1144]
1641,稗原,35.2830798,132.79974128,ok,cont-2:id=1144(N1_som),,[1144]
1642,塩田,35.28250714,133.01497145,ok,cont-2:id=1949(N1_vis_al),,[1949]
1643,新蝮谷池,35.42230484,133.08647113,ok,cont-2:id=2024(N2_vis_al),,[2024]
1644,赤田新溜池,35.52580536,133.03559798,ok,cont-2:id=1144(N1_som),,[1144]
1645,布部,35.28631191,133.15334446,ok,cont-1:id=1663(Pg1_pam_a),,[1663]
1646,来島,35.08740627,132.72379685,ok,cont-1:id=2060(Pg1_pim_a),500,[2060]
1647,志津見,35.1701857,132.67994831,ok,cont-1:id=2343(Pg3_vas_ap),,[2343]
1648,美賞田,35.38320862,133.29785414,ok,cont-2:id=2359(N1_vas_al),,[2359]
1649,柿原溜池,35.49530711,133.00336185,ok,cont-2:id=1269(N2_som); cont-3:id=2354(N2_soc); cont-5:id=1883(H_sad),500,[1883]
1650,三成,35.19002778,133.0417778,ok,cont-1:id=1663(Pg1_pam_a),500,[1663]
1651,殿川内溜池,35.36222222,133.2594444,ok,cont-1:id=1663(Pg1_pam_a),,[1663]
1652,坂根,35.09512068,133.1115283,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1653,山佐,35.31224303,133.10026846,ok,cont-1:id=1663(Pg1_pam_a),500,[1663]
1654,阿井川,35.19277778,132.96175563,ok,cont-1:id=2060(Pg1_pim_a),,[2060]
1655,深山溜池,35.22817365,132.55201594,ok,cont-2:id=1949(N1_vis_al),,[1949]
1656,船堀溜池,35.21461438,132.54473581,ok,cont-2:id=1949(N1_vis_al),,[1949]
1657,上野溜池,35.19984784,132.52932148,ok,cont-2:id=1949(N1_vis_al),,[1949]
1658,清瀧,35.21284578,132.5224771,ok,cont-2:id=1949(N1_vis_al),,[1949]
1659,三瓶,35.17251489,132.55940871,ok,cont-1:id=1663(Pg1_pam_a),,[1663]
1660,長田大池,34.72218906,132.92986673,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1661,大亀池,34.76921431,132.86282543,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1662,香六池,34.7845885,132.67975271,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1663,直助溜池,34.62622039,133.0102207,ok,cont-1:id=1869(Pg2_snc),,[1869]
1664,目谷,34.63917302,132.97683717,ok,cont-1:id=1624(K21_pam_a),,[1624]
1665,土師,34.64345173,132.62087242,ok,cont-1:id=2327(K21_vas_ap); cont-5:id=1883(H_sad),500,[1883]
1666,沓ヶ原,34.95583456,132.81375431,ok,cont-1:id=1655(K22_pam_a),,[1655]
1667,庄原,34.90281627,133.07452273,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1668,廻神溜池,34.74626216,132.88014389,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1669,大和池,34.59177778,132.59875,ok,cont-1:id=1610(K21_vis_al),,[1610]
1670,国兼池,34.84476968,133.00158927,ok,cont-1:id=1610(K21_vis_al),,[1610]
1671,灰塚,34.78107547,132.98896651,ok,cont-1:id=1610(K21_vis_al),,[1610]
1672,香六,34.78456318,132.67976177,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1673,浜原,35.04116667,132.5990833,ok,cont-1:id=1639(Pg3_pam_a),,[1639]
1674,八戸,34.90006658,132.30189654,ok,cont-1:id=1841(Pg2_vis_al),,[1841]
1675,淀原大堤,34.84746741,132.53590157,ok,cont-1:id=1656(Pg2_pam_a),,[1656]
1676,波積,35.03351785,132.3501013,ok,cont-2:id=1949(N1_vis_al),,[1949]
1677,高暮,34.99405556,132.7933611,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1678,扇谷池,34.89843013,133.02251907,ok,cont-2:id=2393(N1_sbs),,[2393]
1679,板木溜池,34.66485071,132.80339041,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1680,浜田（再）,34.86617132,132.11950236,ok,cont-1:id=2343(Pg3_vas_ap),,[2343]
1681,第二浜田鞍部,34.88057727,132.11632162,ok,cont-1:id=2343(Pg3_vas_ap),,[2343]
1682,第二浜田,34.87803119,132.11392843,ok,cont-1:id=1860(Pg3_vis_al),,[1860]
1683,浜田（元）,34.86617132,132.11950236,ok,cont-1:id=2343(Pg3_vas_ap),,[2343]
1684,大長見,34.82771776,132.1092208,ok,cont-1:id=2343(Pg3_vas_ap),,[2343]
1685,周布川,34.8089356,132.14545154,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1686,長見,34.83257852,132.09648884,ok,cont-1:id=2343(Pg3_vas_ap),,[2343]
1687,湯免,34.34216849,131.26830122,ok,cont-1:id=621(P2-3_sx_P2),,[621]
1688,矢原川,34.72145759,131.98497184,ok,cont-1:id=554(Tr22-J31_mscpe_hc); cont-5:id=1883(H_sad),500,[1883]
1689,木都賀,34.75089495,132.06986328,ok,cont-1:id=554(Tr22-J31_mscpe_hc),,[554]
1690,御部,34.72210316,132.03144697,ok,cont-1:id=180(Tr22-J31_mscma_hc),,[180]
1691,津田川,34.69390904,131.89720354,ok,cont-1:id=1841(Pg2_vis_al),,[1841]
1692,笹倉（元）,34.65409887,131.92371313,ok,cont-1:id=829(J1-22_sx_J1),,[829]
1693,笹倉（再）,34.65408473,131.92372414,ok,cont-1:id=829(J1-22_sx_J1),,[829]
1694,益田川,34.6723646,131.90116709,ok,cont-1:id=2330(Pg2_vas_al),,[2330]
1695,大峠,34.65602778,131.9175556,ok,cont-1:id=829(J1-22_sx_J1),,[829]
1696,嵯峨谷,34.64752124,131.99807864,ok,cont-1:id=554(Tr22-J31_mscpe_hc),,[554]
1697,銚子,36.24416527,133.30477605,ok,cont-1:id=533(Tr1-32_mgmpe_mag),,[533]
1698,山神溜池,36.11169022,133.02789109,ok,cont-2:id=1254(N3_vba_al),,[1254]
1699,美田（元）,36.09666015,133.02232214,ok,cont-2:id=1949(N1_vis_al),,[1949]
1700,美田（再）,36.09666015,133.02232214,ok,cont-2:id=1949(N1_vis_al),,[1949]
1701,林,34.35871814,131.22237054,ok,cont-1:id=1234(K12_snsmm),,[1234]
1702,畠田堤,34.36652772,131.21111625,ok,cont-1:id=1234(K12_snsmm),,[1234]
1703,上浴田,34.46454322,131.52865838,ok,cont-1:id=1624(K21_pam_a),,[1624]
1704,片山,34.47261344,131.54185681,ok,cont-1:id=1624(K21_pam_a),,[1624]
1705,山の口,34.49811981,131.5389817,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1706,生雲,34.33077778,131.5731667,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1707,福谷溜池,34.42053487,131.70612255,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1708,佐々並川,34.32388889,131.5072222,ok,cont-1:id=2327(K21_vas_ap),500,"[2327, 1995]"
1709,2006紀,34.46630036,131.58325101,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1710,阿武川,34.35947084,131.48714081,ok,cont-1:id=621(P2-3_sx_P2),,[621]
1711,野道溜池,34.37829323,131.72403979,ok,cont-1:id=2307(K21_vas_al); cont-5:id=1406(Q32-33_std),500,"[2307, 2327, 1406]"
1712,大河内川,34.335857,131.19959326,ok,cont-1:id=1234(K12_snsmm),,[1234]
1713,枇杷ノ木池,34.36449925,131.14249985,ok,cont-1:id=1610(K21_vis_al),,[1610]
1714,崩ノ河内第1溜池,34.36021353,131.15651679,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1715,浴山第1溜池,34.36273418,131.15119928,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1716,狩音,34.3490858,131.11220374,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1717,荒堀上,34.38374272,131.11480679,ok,cont-1:id=1871(Pg4_snc),,[1871]
1718,阿惣,34.34891065,131.04749753,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1719,大坊,34.34177778,131.0568889,ok,cont-1:id=2327(K21_vas_ap),500,[2327]
1720,畑,34.34724209,131.12062865,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1721,門前堤,34.35616744,131.10542057,ok,cont-1:id=1610(K21_vis_al),,[1610]
1722,有宗,34.35961576,131.08230786,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1723,牛ヶ迫池,34.35486716,131.01576515,ok,cont-1:id=1189(K11_snsmm),,[1189]
1724,舟郡,34.13746431,130.94489352,ok,cont-4:id=1405(Q31_std),,[1405]
1725,上畔,34.15882113,130.95302372,ok,cont-1:id=1624(K21_pam_a),,[1624]
1726,河内,34.05041667,130.9308333,ok,cont-1:id=1586(K12_vis_al),500,[1586]
1727,深坂,34.04559861,130.94073027,ok,cont-1:id=1586(K12_vis_al); cont-5:id=1883(H_sad),500,[1883]
1728,内日第2,34.06876257,130.94970642,ok,cont-1:id=1189(K11_snsmm); cont-4:id=1405(Q31_std); cont-5:id=1883(H_sad),500,"[1189, 1234, 1405, 1883]"
1729,内日第1,34.06041424,130.95758081,ok,cont-1:id=1586(K12_vis_al),,[1586]
1730,相刈溜池,34.08128492,130.9253362,ok,cont-1:id=1189(K11_snsmm),,[1189]
1731,西新池,34.75130478,134.27837286,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1732,石谷中池,34.75562151,134.31085557,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1733,光明寺上池,34.7479032,134.25599394,ok,cont-1:id=2331(K22_vas_ap),500,[2331]
1734,同道大池,34.70992923,134.18360321,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1735,与太郎池,35.00729637,133.9639923,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1736,幸平谷池,34.98602572,133.99994671,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1737,本山池,34.9469107,134.00504635,ok,cont-1:id=1624(K21_pam_a),,[1624]
1738,泉水池,35.09492965,133.98641133,ok,cont-1:id=554(Tr22-J31_mscpe_hc),,[554]
1739,廠舎池,35.1290771,134.14241412,ok,cont-2:id=2393(N1_sbs),,[2393]
1740,坂根堰,34.73534203,134.10519274,ok,cont-1:id=1418(P2-3_sosma_P2),500,"[1418, 621]"
1741,間谷池,35.12517097,134.08197748,ok,cont-1:id=554(Tr22-J31_mscpe_hc),,[554]
1742,血洗池,34.93427219,134.03127705,ok,cont-1:id=816(P2_sosma),,[816]
1743,大谷池,34.98605088,133.94331819,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1744,一方谷池,34.97168787,133.94850295,ok,cont-1:id=922(P_pbg_a),,[922]
1745,那岐池,35.13080175,134.15149099,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1746,戸尻池,34.86493664,134.13111228,ok,cont-1:id=2036(K22_pim_a),,[2036]
1747,和意谷池,34.8375,134.2058333,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1748,京堪坊池,35.02221545,134.0637476,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1749,恩原,35.30033333,133.9875556,ok,cont-1:id=2060(Pg1_pim_a); cont-2:id=2082(N3_vis_al); cont-3:id=1878(N3_snc),500,"[2060, 2082, 1878, 1655]"
1750,別所池,35.11605224,134.05020341,ok,cont-2:id=2393(N1_sbs),,[2393]
1751,政友池,35.05120188,133.82531134,ok,cont-1:id=180(Tr22-J31_mscma_hc),,[180]
1752,昭和池,35.11391667,133.9850833,ok,cont-1:id=554(Tr22-J31_mscpe_hc); cont-2:id=2393(N1_sbs); cont-5:id=1883(H_sad),500,[1883]
1753,一の谷池,35.12914429,133.91827071,ok,cont-1:id=554(Tr22-J31_mscpe_hc),,[554]
1754,幻住寺池,35.03745255,133.87193608,ok,cont-1:id=2037(Tr22-J31_mscsi_hc),,[2037]
1755,極楽寺池,35.12922192,133.92628043,ok,cont-1:id=597(J1-22_som_J1); cont-2:id=2393(N1_sbs),500,"[597, 554, 2393]"
1756,黒木,35.22636034,134.03865333,ok,cont-1:id=1655(K22_pam_a),,[1655]
1757,長峪池,35.05675256,133.88192045,ok,cont-1:id=180(Tr22-J31_mscma_hc),,[180]
1758,寺城池,35.0551586,133.87010908,ok,cont-2:id=2393(N1_sbs),,[2393]
1759,川上,35.12026351,134.30338562,ok,cont-1:id=922(P_pbg_a),,[922]
1760,大正池,35.02321383,134.03609828,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1761,矢谷池,35.12915401,133.90857081,ok,cont-1:id=554(Tr22-J31_mscpe_hc),,[554]
1762,塩の谷池,35.06310338,134.28458743,ok,cont-1:id=922(P_pbg_a),,[922]
1763,金山谷池,35.05858143,134.13250517,ok,cont-1:id=816(P2_sosma); cont-2:id=2393(N1_sbs); cont-5:id=1883(H_sad),500,"[816, 2393, 2327, 1883]"
1764,2号与太郎池,35.01600024,133.98701693,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1765,滝谷池,34.83504016,134.21945171,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1766,日笠,34.86769131,134.17260366,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1767,鎮守池,35.1298908,134.09901741,ok,cont-1:id=554(Tr22-J31_mscpe_hc); cont-2:id=2393(N1_sbs); cont-4:id=1645(Q22_std),500,"[554, 1645, 2393]"
1768,樋の内池,35.12027778,134.0288889,ok,cont-1:id=554(Tr22-J31_mscpe_hc),,[554]
1769,長原,34.99469811,133.99159808,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1770,瀧の宮,34.93007622,134.20712314,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1771,寺山大池,34.80433101,134.30148975,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1772,柿ヶ原,34.94946704,134.23027641,ok,cont-1:id=816(P2_sosma),,[816]
1773,飼谷池,34.86876987,134.24607079,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1774,大露口池,34.70314791,134.16889663,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1775,苫田鞍部,35.12692153,133.90071598,ok,cont-2:id=2393(N1_sbs),,[2393]
1776,八塔寺川,34.87113059,134.25068829,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1777,渡瀬池,34.80608969,134.15202051,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1778,大池,34.79810087,134.2061389,ok,cont-1:id=2331(K22_vas_ap),500,[2331]
1779,小谷大池,34.81229532,134.15929434,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1780,津川,35.1677216,134.10880028,ok,cont-1:id=554(Tr22-J31_mscpe_hc),,[554]
1781,新池,34.84459224,134.19022589,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1782,西原,35.12533349,134.20304132,ok,cont-1:id=554(Tr22-J31_mscpe_hc),,[554]
1783,塩手池,35.11649845,134.12423336,ok,cont-2:id=2393(N1_sbs),,[2393]
1784,苫田,35.12688788,133.89395834,ok,cont-1:id=2327(K21_vas_ap); cont-2:id=2393(N1_sbs),500,"[2327, 2393, 554]"
1785,城ヶ畑下池,34.89963551,134.24122668,ok,cont-1:id=2331(K22_vas_ap),,[2331]
1786,久賀,35.10041357,134.22706349,ok,cont-1:id=922(P_pbg_a),500,[922]
1787,権兵衛池,35.12631222,134.10545036,ok,cont-4:id=1645(Q22_std),,[1645]
1788,香々美,35.21217069,133.98547793,ok,cont-1:id=1655(K22_pam_a),,[1655]
1789,滝谷池,34.96079804,133.89932988,ok,cont-1:id=1610(K21_vis_al),,[1610]
1790,滝山,34.91552221,134.03616537,ok,cont-1:id=816(P2_sosma),500,"[816, 2327]"
1791,今池,34.77224332,134.02946306,ok,cont-1:id=1655(K22_pam_a); cont-5:id=1883(H_sad),500,[1883]
1792,湯原,35.20782635,133.73264604,ok,cont-1:id=1610(K21_vis_al),500,"[1610, 1656]"
1793,天狗池,34.95592459,133.68929803,ok,cont-2:id=2393(N1_sbs),,[2393]
1794,日古木大池,34.76951153,134.03482554,ok,cont-1:id=1655(K22_pam_a); cont-5:id=1883(H_sad),500,"[1655, 1883]"
1795,ノメラ池,34.92093846,133.64272799,ok,cont-1:id=1559(K12_snc),,[1559]
1796,成田池,34.93543047,133.94781235,ok,cont-1:id=922(P_pbg_a),,[922]
1797,西谷池,34.93031598,133.94987132,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1798,天津池,35.04999459,133.71525465,ok,cont-1:id=1655(K22_pam_a),,[1655]
1799,土用,35.23161173,133.54510214,ok,cont-1:id=1610(K21_vis_al),,[1610]
1800,入道池,34.96220507,133.7984786,ok,cont-1:id=554(Tr22-J31_mscpe_hc),,[554]
1801,大三池,34.91528075,133.97592899,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1802,神田池,34.96966963,133.93818146,ok,cont-1:id=1610(K21_vis_al),,[1610]
1803,阿井谷池,34.97049163,133.88867077,ok,cont-1:id=2307(K21_vas_al),,[2307]
1804,新池,34.89521333,133.8824943,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1805,大谷下池,34.87031716,133.91162404,ok,cont-1:id=1869(Pg2_snc),,[1869]
1806,北房,35.00065478,133.59951404,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1807,阿口池,35.01163889,133.6063333,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1808,旭川,34.91361111,133.85673154,ok,cont-1:id=2327(K21_vas_ap),500,"[2327, 922]"
1809,鳴滝,34.82274139,133.77131514,ok,cont-1:id=1624(K21_pam_a),,[1624]
1810,山手,34.89298301,133.96813061,ok,cont-1:id=522(P2_som),500,"[522, 922]"
1811,王子池,35.0663861,133.81188803,ok,cont-1:id=554(Tr22-J31_mscpe_hc),,[554]
1812,日山,34.88829997,133.83055635,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1813,長池,34.93970355,133.92954394,ok,cont-1:id=922(P_pbg_a),,[922]
1814,釜ヶ谷池,34.93945466,133.99048328,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1815,荒神池,34.94076657,133.94187351,ok,cont-1:id=922(P_pbg_a),,[922]
1816,舟木谷池,34.91738914,133.91254918,ok,cont-1:id=922(P_pbg_a),,[922]
1817,大家池,34.94588976,133.97245791,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1818,平松池,34.91798582,133.97077275,ok,cont-1:id=922(P_pbg_a),,[922]
1819,水越池,34.95413227,133.93802791,ok,cont-1:id=1610(K21_vis_al),,[1610]
1820,重行上池,34.91722297,133.96591844,ok,cont-1:id=922(P_pbg_a),,[922]
1821,赤田池,34.95445621,133.92533039,ok,cont-1:id=1610(K21_vis_al),,[1610]
1822,夫入道池,34.95099543,133.94322283,ok,cont-1:id=922(P_pbg_a),,[922]
1823,深山池,35.04207685,133.70809327,ok,cont-1:id=554(Tr22-J31_mscpe_hc),,[554]
1824,山神新池,34.89942712,133.65878679,ok,cont-1:id=1993(K21_pim_a),,[1993]
1825,河平,34.87376076,133.82183184,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1826,竹谷,34.8636775,133.70993798,ok,cont-2:id=2393(N1_sbs),,[2393]
1827,社口,35.18279489,133.73666985,ok,cont-1:id=2036(K22_pim_a); cont-5:id=1883(H_sad),500,[1883]
1828,奥谷上池,34.94532945,133.9375467,ok,cont-1:id=922(P_pbg_a),,[922]
1829,恩木,34.94089758,133.74136094,ok,cont-1:id=554(Tr22-J31_mscpe_hc),,[554]
1830,押ヶ谷下池,34.92709373,133.9857758,ok,cont-1:id=2327(K21_vas_ap),,[2327]
1831,神之渕池,34.9592944,133.93916312,ok,cont-1:id=1610(K21_vis_al),,[1610]
